police_station_id,station_name,police_staff,inspector_id,station_pincode,no_of_cases
G2-258641,ST-4203,35,CP-54922,494117,8449
G2-258642,ST-4204,35,CP-54923,494119,8451
G2-258643,ST-4205,27,CP-54924,494121,8453
G2-258644,ST-4206,18,CP-54925,494123,8455
G2-258645,ST-4207,12,CP-54926,494125,8457
G2-258646,ST-4208,17,CP-54927,494127,8459
G2-258647,ST-4209,35,CP-54928,494129,8461
G2-258648,ST-4210,21,CP-54929,494131,8463
G2-258649,ST-4211,14,CP-54930,494133,8465
G2-258650,ST-4212,36,CP-54931,494135,8467
G2-258651,ST-4213,37,CP-54932,494137,8469
G2-258652,ST-4214,17,CP-54933,494139,8471
G2-258653,ST-4215,30,CP-54934,494141,8473
G2-258654,ST-4216,12,CP-54935,494143,8475
G2-258655,ST-4217,15,CP-54936,494145,8477
G2-258656,ST-4218,39,CP-54937,494147,8479
G2-258657,ST-4219,32,CP-54938,494149,8481
G2-258658,ST-4220,28,CP-54939,494151,8483
G2-258659,ST-4221,34,CP-54940,494153,8485
G2-258660,ST-4222,12,CP-54941,494155,8487
G2-258661,ST-4223,35,CP-54942,494157,8489
G2-258662,ST-4224,32,CP-54943,494159,8491
G2-258663,ST-4225,13,CP-54944,494161,8493
G2-258664,ST-4226,34,CP-54945,494163,8495
G2-258665,ST-4227,17,CP-54946,494165,8497
G2-258666,ST-4228,38,CP-54947,494167,8499
G2-258667,ST-4229,14,CP-54948,494169,8501
G2-258668,ST-4230,17,CP-54949,494171,8503
G2-258669,ST-4231,28,CP-54950,494173,8505
G2-258670,ST-4232,13,CP-54951,494175,8507
G2-258671,ST-4233,17,CP-54952,494177,8509
G2-258672,ST-4234,22,CP-54953,494179,8511
G2-258673,ST-4235,39,CP-54954,494181,8513
G2-258674,ST-4236,24,CP-54955,494183,8515
G2-258675,ST-4237,14,CP-54956,494185,8517
G2-258676,ST-4238,16,CP-54957,494187,8519
G2-258677,ST-4239,16,CP-54958,494189,8521
G2-258678,ST-4240,33,CP-54959,494191,8523
G2-258679,ST-4241,29,CP-54960,494193,8525
G2-258680,ST-4242,25,CP-54961,494195,8527
G2-258681,ST-4243,31,CP-54962,494197,8529
G2-258682,ST-4244,36,CP-54963,494199,8531
G2-258683,ST-4245,30,CP-54964,494201,8533
G2-258684,ST-4246,37,CP-54965,494203,8535
G2-258685,ST-4247,32,CP-54966,494205,8537
G2-258686,ST-4248,36,CP-54967,494207,8539
G2-258687,ST-4249,27,CP-54968,494209,8541
G2-258688,ST-4250,27,CP-54969,494211,8543
G2-258689,ST-4251,24,CP-54970,494213,8545
G2-258690,ST-4252,35,CP-54971,494215,8547
G2-258691,ST-4253,35,CP-54972,494217,8549
G2-258692,ST-4254,21,CP-54973,494219,8551
G2-258693,ST-4255,32,CP-54974,494221,8553
G2-258694,ST-4256,18,CP-54975,494223,8555
G2-258695,ST-4257,20,CP-54976,494225,8557
G2-258696,ST-4258,40,CP-54977,494227,8559
G2-258697,ST-4259,14,CP-54978,494229,8561
G2-258698,ST-4260,22,CP-54979,494231,8563
G2-258699,ST-4261,35,CP-54980,494233,8565
G2-258700,ST-4262,13,CP-54981,494235,8567
G2-258701,ST-4263,21,CP-54982,494237,8569
G2-258702,ST-4264,19,CP-54983,494239,8571
G2-258703,ST-4265,13,CP-54984,494241,8573
G2-258704,ST-4266,12,CP-54985,494243,8575
G2-258705,ST-4267,21,CP-54986,494245,8577
G2-258706,ST-4268,20,CP-54987,494247,8579
G2-258707,ST-4269,38,CP-54988,494249,8581
G2-258708,ST-4270,20,CP-54989,494251,8583
G2-258709,ST-4271,40,CP-54990,494253,8585
G2-258710,ST-4272,27,CP-54991,494255,8587
G2-258711,ST-4273,19,CP-54992,494257,8589
G2-258712,ST-4274,32,CP-54993,494259,8591
G2-258713,ST-4275,32,CP-54994,494261,8593
G2-258714,ST-4276,28,CP-54995,494263,8595
G2-258715,ST-4277,40,CP-54996,494265,8597
G2-258716,ST-4278,15,CP-54997,494267,8599
G2-258717,ST-4279,18,CP-54998,494269,8601
G2-258718,ST-4280,32,CP-54999,494271,8603
G2-258719,ST-4281,28,CP-55000,494273,8605
G2-258720,ST-4282,25,CP-55001,494275,8607
G2-258721,ST-4283,38,CP-55002,494277,8609
G2-258722,ST-4284,36,CP-55003,494279,8611
G2-258723,ST-4285,40,CP-55004,494281,8613
G2-258724,ST-4286,32,CP-55005,494283,8615
G2-258725,ST-4287,29,CP-55006,494285,8617
G2-258726,ST-4288,35,CP-55007,494287,8619
G2-258727,ST-4289,19,CP-55008,494289,8621
G2-258728,ST-4290,13,CP-55009,494291,8623
G2-258729,ST-4291,22,CP-55010,494293,8625
G2-258730,ST-4292,32,CP-55011,494295,8627
G2-258731,ST-4293,24,CP-55012,494297,8629
G2-258732,ST-4294,25,CP-55013,494299,8631
G2-258733,ST-4295,17,CP-55014,494301,8633
G2-258734,ST-4296,21,CP-55015,494303,8635
G2-258735,ST-4297,36,CP-55016,494305,8637
G2-258736,ST-4298,27,CP-55017,494307,8639
G2-258737,ST-4299,22,CP-55018,494309,8641
G2-258738,ST-4300,29,CP-55019,494311,8643
G2-258739,ST-4301,36,CP-55020,494313,8645
G2-258740,ST-4302,31,CP-55021,494315,8647
G2-258741,ST-4303,40,CP-55022,494317,8649
G2-258742,ST-4304,12,CP-55023,494319,8651
G2-258743,ST-4305,28,CP-55024,494321,8653
G2-258744,ST-4306,31,CP-55025,494323,8655
G2-258745,ST-4307,25,CP-55026,494325,8657
G2-258746,ST-4308,29,CP-55027,494327,8659
G2-258747,ST-4309,15,CP-55028,494329,8661
G2-258748,ST-4310,22,CP-55029,494331,8663
G2-258749,ST-4311,17,CP-55030,494333,8665
G2-258750,ST-4312,26,CP-55031,494335,8667
G2-258751,ST-4313,22,CP-55032,494337,8669
G2-258752,ST-4314,40,CP-55033,494339,8671
G2-258753,ST-4315,17,CP-55034,494341,8673
G2-258754,ST-4316,21,CP-55035,494343,8675
G2-258755,ST-4317,18,CP-55036,494345,8677
G2-258756,ST-4318,38,CP-55037,494347,8679
G2-258757,ST-4319,33,CP-55038,494349,8681
G2-258758,ST-4320,24,CP-55039,494351,8683
G2-258759,ST-4321,31,CP-55040,494353,8685
G2-258760,ST-4322,33,CP-55041,494355,8687
G2-258761,ST-4323,19,CP-55042,494357,8689
G2-258762,ST-4324,12,CP-55043,494359,8691
G2-258763,ST-4325,14,CP-55044,494361,8693
G2-258764,ST-4326,26,CP-55045,494363,8695
G2-258765,ST-4327,23,CP-55046,494365,8697
G2-258766,ST-4328,13,CP-55047,494367,8699
G2-258767,ST-4329,36,CP-55048,494369,8701
G2-258768,ST-4330,38,CP-55049,494371,8703
G2-258769,ST-4331,22,CP-55050,494373,8705
G2-258770,ST-4332,28,CP-55051,494375,8707
G2-258771,ST-4333,38,CP-55052,494377,8709
G2-258772,ST-4334,30,CP-55053,494379,8711
G2-258773,ST-4335,18,CP-55054,494381,8713
G2-258774,ST-4336,14,CP-55055,494383,8715
G2-258775,ST-4337,16,CP-55056,494385,8717
G2-258776,ST-4338,33,CP-55057,494387,8719
G2-258777,ST-4339,17,CP-55058,494389,8721
G2-258778,ST-4340,40,CP-55059,494391,8723
G2-258779,ST-4341,33,CP-55060,494393,8725
G2-258780,ST-4342,35,CP-55061,494395,8727
G2-258781,ST-4343,21,CP-55062,494397,8729
G2-258782,ST-4344,33,CP-55063,494399,8731
G2-258783,ST-4345,24,CP-55064,494401,8733
G2-258784,ST-4346,13,CP-55065,494403,8735
G2-258785,ST-4347,24,CP-55066,494405,8737
G2-258786,ST-4348,29,CP-55067,494407,8739
G2-258787,ST-4349,40,CP-55068,494409,8741
G2-258788,ST-4350,35,CP-55069,494411,8743
G2-258789,ST-4351,30,CP-55070,494413,8745
G2-258790,ST-4352,21,CP-55071,494415,8747
G2-258791,ST-4353,16,CP-55072,494417,8749
G2-258792,ST-4354,25,CP-55073,494419,8751
G2-258793,ST-4355,32,CP-55074,494421,8753
G2-258794,ST-4356,40,CP-55075,494423,8755
G2-258795,ST-4357,28,CP-55076,494425,8757
G2-258796,ST-4358,25,CP-55077,494427,8759
G2-258797,ST-4359,35,CP-55078,494429,8761
G2-258798,ST-4360,40,CP-55079,494431,8763
G2-258799,ST-4361,30,CP-55080,494433,8765
G2-258800,ST-4362,15,CP-55081,494435,8767
G2-258801,ST-4363,16,CP-55082,494437,8769
G2-258802,ST-4364,21,CP-55083,494439,8771
G2-258803,ST-4365,13,CP-55084,494441,8773
G2-258804,ST-4366,19,CP-55085,494443,8775
G2-258805,ST-4367,19,CP-55086,494445,8777
G2-258806,ST-4368,16,CP-55087,494447,8779
G2-258807,ST-4369,12,CP-55088,494449,8781
G2-258808,ST-4370,18,CP-55089,494451,8783
G2-258809,ST-4371,18,CP-55090,494453,8785
G2-258810,ST-4372,19,CP-55091,494455,8787
G2-258811,ST-4373,17,CP-55092,494457,8789
G2-258812,ST-4374,28,CP-55093,494459,8791
G2-258813,ST-4375,40,CP-55094,494461,8793
G2-258814,ST-4376,38,CP-55095,494463,8795
G2-258815,ST-4377,27,CP-55096,494465,8797
G2-258816,ST-4378,25,CP-55097,494467,8799
G2-258817,ST-4379,33,CP-55098,494469,8801
G2-258818,ST-4380,36,CP-55099,494471,8803
G2-258819,ST-4381,39,CP-55100,494473,8805
G2-258820,ST-4382,39,CP-55101,494475,8807
G2-258821,ST-4383,39,CP-55102,494477,8809
G2-258822,ST-4384,16,CP-55103,494479,8811
G2-258823,ST-4385,36,CP-55104,494481,8813
G2-258824,ST-4386,18,CP-55105,494483,8815
G2-258825,ST-4387,32,CP-55106,494485,8817
G2-258826,ST-4388,27,CP-55107,494487,8819
G2-258827,ST-4389,20,CP-55108,494489,8821
G2-258828,ST-4390,23,CP-55109,494491,8823
G2-258829,ST-4391,14,CP-55110,494493,8825
G2-258830,ST-4392,23,CP-55111,494495,8827
G2-258831,ST-4393,13,CP-55112,494497,8829
G2-258832,ST-4394,12,CP-55113,494499,8831
G2-258833,ST-4395,23,CP-55114,494501,8833
G2-258834,ST-4396,21,CP-55115,494503,8835
G2-258835,ST-4397,22,CP-55116,494505,8837
G2-258836,ST-4398,17,CP-55117,494507,8839
G2-258837,ST-4399,26,CP-55118,494509,8841
G2-258838,ST-4400,20,CP-55119,494511,8843
G2-258839,ST-4401,30,CP-55120,494513,8845
G2-258840,ST-4402,20,CP-55121,494515,8847
G2-258841,ST-4403,35,CP-55122,494517,8849
G2-258842,ST-4404,21,CP-55123,494519,8851
G2-258843,ST-4405,30,CP-55124,494521,8853
G2-258844,ST-4406,17,CP-55125,494523,8855
G2-258845,ST-4407,37,CP-55126,494525,8857
G2-258846,ST-4408,26,CP-55127,494527,8859
G2-258847,ST-4409,25,CP-55128,494529,8861
G2-258848,ST-4410,23,CP-55129,494531,8863
G2-258849,ST-4411,21,CP-55130,494533,8865
G2-258850,ST-4412,35,CP-55131,494535,8867
G2-258851,ST-4413,29,CP-55132,494537,8869
G2-258852,ST-4414,37,CP-55133,494539,8871
G2-258853,ST-4415,26,CP-55134,494541,8873
G2-258854,ST-4416,31,CP-55135,494543,8875
G2-258855,ST-4417,32,CP-55136,494545,8877
G2-258856,ST-4418,38,CP-55137,494547,8879
G2-258857,ST-4419,31,CP-55138,494549,8881
G2-258858,ST-4420,16,CP-55139,494551,8883
G2-258859,ST-4421,20,CP-55140,494553,8885
G2-258860,ST-4422,26,CP-55141,494555,8887
G2-258861,ST-4423,32,CP-55142,494557,8889
G2-258862,ST-4424,18,CP-55143,494559,8891
G2-258863,ST-4425,26,CP-55144,494561,8893
G2-258864,ST-4426,15,CP-55145,494563,8895
G2-258865,ST-4427,33,CP-55146,494565,8897
G2-258866,ST-4428,40,CP-55147,494567,8899
G2-258867,ST-4429,36,CP-55148,494569,8901
G2-258868,ST-4430,31,CP-55149,494571,8903
G2-258869,ST-4431,18,CP-55150,494573,8905
G2-258870,ST-4432,40,CP-55151,494575,8907
G2-258871,ST-4433,16,CP-55152,494577,8909
G2-258872,ST-4434,28,CP-55153,494579,8911
G2-258873,ST-4435,28,CP-55154,494581,8913
G2-258874,ST-4436,26,CP-55155,494583,8915
G2-258875,ST-4437,18,CP-55156,494585,8917
G2-258876,ST-4438,32,CP-55157,494587,8919
G2-258877,ST-4439,13,CP-55158,494589,8921
G2-258878,ST-4440,19,CP-55159,494591,8923
G2-258879,ST-4441,29,CP-55160,494593,8925
G2-258880,ST-4442,26,CP-55161,494595,8927
G2-258881,ST-4443,22,CP-55162,494597,8929
G2-258882,ST-4444,20,CP-55163,494599,8931
G2-258883,ST-4445,30,CP-55164,494601,8933
G2-258884,ST-4446,13,CP-55165,494603,8935
G2-258885,ST-4447,13,CP-55166,494605,8937
G2-258886,ST-4448,12,CP-55167,494607,8939
G2-258887,ST-4449,13,CP-55168,494609,8941
G2-258888,ST-4450,22,CP-55169,494611,8943
G2-258889,ST-4451,23,CP-55170,494613,8945
G2-258890,ST-4452,30,CP-55171,494615,8947
G2-258891,ST-4453,13,CP-55172,494617,8949
G2-258892,ST-4454,12,CP-55173,494619,8951
G2-258893,ST-4455,12,CP-55174,494621,8953
G2-258894,ST-4456,21,CP-55175,494623,8955
G2-258895,ST-4457,21,CP-55176,494625,8957
G2-258896,ST-4458,31,CP-55177,494627,8959
G2-258897,ST-4459,14,CP-55178,494629,8961
G2-258898,ST-4460,25,CP-55179,494631,8963
G2-258899,ST-4461,39,CP-55180,494633,8965
G2-258900,ST-4462,37,CP-55181,494635,8967
G2-258901,ST-4463,19,CP-55182,494637,8969
G2-258902,ST-4464,30,CP-55183,494639,8971
G2-258903,ST-4465,12,CP-55184,494641,8973
G2-258904,ST-4466,24,CP-55185,494643,8975
G2-258905,ST-4467,16,CP-55186,494645,8977
G2-258906,ST-4468,28,CP-55187,494647,8979
G2-258907,ST-4469,16,CP-55188,494649,8981
G2-258908,ST-4470,36,CP-55189,494651,8983
G2-258909,ST-4471,12,CP-55190,494653,8985
G2-258910,ST-4472,16,CP-55191,494655,8987
G2-258911,ST-4473,24,CP-55192,494657,8989
G2-258912,ST-4474,39,CP-55193,494659,8991
G2-258913,ST-4475,12,CP-55194,494661,8993
G2-258914,ST-4476,38,CP-55195,494663,8995
G2-258915,ST-4477,15,CP-55196,494665,8997
G2-258916,ST-4478,26,CP-55197,494667,8999
G2-258917,ST-4479,34,CP-55198,494669,9001
G2-258918,ST-4480,26,CP-55199,494671,9003
G2-258919,ST-4481,16,CP-55200,494673,9005
G2-258920,ST-4482,15,CP-55201,494675,9007
G2-258921,ST-4483,20,CP-55202,494677,9009
G2-258922,ST-4484,12,CP-55203,494679,9011
G2-258923,ST-4485,36,CP-55204,494681,9013
G2-258924,ST-4486,19,CP-55205,494683,9015
G2-258925,ST-4487,34,CP-55206,494685,9017
G2-258926,ST-4488,36,CP-55207,494687,9019
G2-258927,ST-4489,23,CP-55208,494689,9021
G2-258928,ST-4490,12,CP-55209,494691,9023
G2-258929,ST-4491,23,CP-55210,494693,9025
G2-258930,ST-4492,27,CP-55211,494695,9027
G2-258931,ST-4493,25,CP-55212,494697,9029
G2-258932,ST-4494,17,CP-55213,494699,9031
G2-258933,ST-4495,35,CP-55214,494701,9033
G2-258934,ST-4496,32,CP-55215,494703,9035
G2-258935,ST-4497,14,CP-55216,494705,9037
G2-258936,ST-4498,18,CP-55217,494707,9039
G2-258937,ST-4499,12,CP-55218,494709,9041
G2-258938,ST-4500,15,CP-55219,494711,9043
G2-258939,ST-4501,24,CP-55220,494713,9045
G2-258940,ST-4502,31,CP-55221,494715,9047
G2-258941,ST-4503,15,CP-55222,494717,9049
G2-258942,ST-4504,35,CP-55223,494719,9051
G2-258943,ST-4505,38,CP-55224,494721,9053
G2-258944,ST-4506,32,CP-55225,494723,9055
G2-258945,ST-4507,28,CP-55226,494725,9057
G2-258946,ST-4508,19,CP-55227,494727,9059
G2-258947,ST-4509,15,CP-55228,494729,9061
G2-258948,ST-4510,25,CP-55229,494731,9063
G2-258949,ST-4511,36,CP-55230,494733,9065
G2-258950,ST-4512,16,CP-55231,494735,9067
G2-258951,ST-4513,35,CP-55232,494737,9069
G2-258952,ST-4514,15,CP-55233,494739,9071
G2-258953,ST-4515,27,CP-55234,494741,9073
G2-258954,ST-4516,33,CP-55235,494743,9075
G2-258955,ST-4517,34,CP-55236,494745,9077
G2-258956,ST-4518,40,CP-55237,494747,9079
G2-258957,ST-4519,17,CP-55238,494749,9081
G2-258958,ST-4520,24,CP-55239,494751,9083
G2-258959,ST-4521,28,CP-55240,494753,9085
G2-258960,ST-4522,16,CP-55241,494755,9087
G2-258961,ST-4523,25,CP-55242,494757,9089
G2-258962,ST-4524,30,CP-55243,494759,9091
G2-258963,ST-4525,38,CP-55244,494761,9093
G2-258964,ST-4526,19,CP-55245,494763,9095
G2-258965,ST-4527,27,CP-55246,494765,9097
G2-258966,ST-4528,25,CP-55247,494767,9099
G2-258967,ST-4529,27,CP-55248,494769,9101
G2-258968,ST-4530,16,CP-55249,494771,9103
G2-258969,ST-4531,27,CP-55250,494773,9105
G2-258970,ST-4532,23,CP-55251,494775,9107
G2-258971,ST-4533,31,CP-55252,494777,9109
G2-258972,ST-4534,39,CP-55253,494779,9111
G2-258973,ST-4535,20,CP-55254,494781,9113
G2-258974,ST-4536,33,CP-55255,494783,9115
G2-258975,ST-4537,18,CP-55256,494785,9117
G2-258976,ST-4538,35,CP-55257,494787,9119
G2-258977,ST-4539,23,CP-55258,494789,9121
G2-258978,ST-4540,15,CP-55259,494791,9123
G2-258979,ST-4541,26,CP-55260,494793,9125
G2-258980,ST-4542,17,CP-55261,494795,9127
G2-258981,ST-4543,34,CP-55262,494797,9129
G2-258982,ST-4544,16,CP-55263,494799,9131
G2-258983,ST-4545,29,CP-55264,494801,9133
G2-258984,ST-4546,18,CP-55265,494803,9135
G2-258985,ST-4547,19,CP-55266,494805,9137
G2-258986,ST-4548,32,CP-55267,494807,9139
G2-258987,ST-4549,35,CP-55268,494809,9141
G2-258988,ST-4550,21,CP-55269,494811,9143
G2-258989,ST-4551,40,CP-55270,494813,9145
G2-258990,ST-4552,18,CP-55271,494815,9147
G2-258991,ST-4553,27,CP-55272,494817,9149
G2-258992,ST-4554,14,CP-55273,494819,9151
G2-258993,ST-4555,27,CP-55274,494821,9153
G2-258994,ST-4556,13,CP-55275,494823,9155
G2-258995,ST-4557,14,CP-55276,494825,9157
G2-258996,ST-4558,14,CP-55277,494827,9159
G2-258997,ST-4559,32,CP-55278,494829,9161
G2-258998,ST-4560,29,CP-55279,494831,9163
G2-258999,ST-4561,12,CP-55280,494833,9165
G2-259000,ST-4562,21,CP-55281,494835,9167
G2-259001,ST-4563,30,CP-55282,494837,9169
G2-259002,ST-4564,16,CP-55283,494839,9171
G2-259003,ST-4565,25,CP-55284,494841,9173
G2-259004,ST-4566,20,CP-55285,494843,9175
G2-259005,ST-4567,12,CP-55286,494845,9177
G2-259006,ST-4568,25,CP-55287,494847,9179
G2-259007,ST-4569,29,CP-55288,494849,9181
G2-259008,ST-4570,31,CP-55289,494851,9183
G2-259009,ST-4571,30,CP-55290,494853,9185
G2-259010,ST-4572,32,CP-55291,494855,9187
G2-259011,ST-4573,28,CP-55292,494857,9189
G2-259012,ST-4574,34,CP-55293,494859,9191
G2-259013,ST-4575,37,CP-55294,494861,9193
G2-259014,ST-4576,33,CP-55295,494863,9195
G2-259015,ST-4577,22,CP-55296,494865,9197
G2-259016,ST-4578,33,CP-55297,494867,9199
G2-259017,ST-4579,23,CP-55298,494869,9201
G2-259018,ST-4580,40,CP-55299,494871,9203
G2-259019,ST-4581,21,CP-55300,494873,9205
G2-259020,ST-4582,33,CP-55301,494875,9207
G2-259021,ST-4583,21,CP-55302,494877,9209
G2-259022,ST-4584,35,CP-55303,494879,9211
G2-259023,ST-4585,13,CP-55304,494881,9213
G2-259024,ST-4586,14,CP-55305,494883,9215
G2-259025,ST-4587,26,CP-55306,494885,9217
G2-259026,ST-4588,16,CP-55307,494887,9219
G2-259027,ST-4589,40,CP-55308,494889,9221
G2-259028,ST-4590,24,CP-55309,494891,9223
G2-259029,ST-4591,12,CP-55310,494893,9225
G2-259030,ST-4592,35,CP-55311,494895,9227
G2-259031,ST-4593,37,CP-55312,494897,9229
G2-259032,ST-4594,35,CP-55313,494899,9231
G2-259033,ST-4595,35,CP-55314,494901,9233
G2-259034,ST-4596,27,CP-55315,494903,9235
G2-259035,ST-4597,21,CP-55316,494905,9237
G2-259036,ST-4598,24,CP-55317,494907,9239
G2-259037,ST-4599,12,CP-55318,494909,9241
G2-259038,ST-4600,22,CP-55319,494911,9243
G2-259039,ST-4601,25,CP-55320,494913,9245
G2-259040,ST-4602,28,CP-55321,494915,9247
G2-259041,ST-4603,28,CP-55322,494917,9249
G2-259042,ST-4604,33,CP-55323,494919,9251
G2-259043,ST-4605,34,CP-55324,494921,9253
G2-259044,ST-4606,23,CP-55325,494923,9255
G2-259045,ST-4607,29,CP-55326,494925,9257
G2-259046,ST-4608,24,CP-55327,494927,9259
G2-259047,ST-4609,18,CP-55328,494929,9261
G2-259048,ST-4610,19,CP-55329,494931,9263
G2-259049,ST-4611,28,CP-55330,494933,9265
G2-259050,ST-4612,39,CP-55331,494935,9267
G2-259051,ST-4613,14,CP-55332,494937,9269
G2-259052,ST-4614,12,CP-55333,494939,9271
G2-259053,ST-4615,12,CP-55334,494941,9273
G2-259054,ST-4616,23,CP-55335,494943,9275
G2-259055,ST-4617,17,CP-55336,494945,9277
G2-259056,ST-4618,17,CP-55337,494947,9279
G2-259057,ST-4619,14,CP-55338,494949,9281
G2-259058,ST-4620,16,CP-55339,494951,9283
G2-259059,ST-4621,38,CP-55340,494953,9285
G2-259060,ST-4622,40,CP-55341,494955,9287
G2-259061,ST-4623,25,CP-55342,494957,9289
G2-259062,ST-4624,30,CP-55343,494959,9291
G2-259063,ST-4625,35,CP-55344,494961,9293
G2-259064,ST-4626,35,CP-55345,494963,9295
G2-259065,ST-4627,27,CP-55346,494965,9297
G2-259066,ST-4628,37,CP-55347,494967,9299
G2-259067,ST-4629,35,CP-55348,494969,9301
G2-259068,ST-4630,31,CP-55349,494971,9303
G2-259069,ST-4631,17,CP-55350,494973,9305
G2-259070,ST-4632,24,CP-55351,494975,9307
G2-259071,ST-4633,17,CP-55352,494977,9309
G2-259072,ST-4634,13,CP-55353,494979,9311
G2-259073,ST-4635,35,CP-55354,494981,9313
G2-259074,ST-4636,13,CP-55355,494983,9315
G2-259075,ST-4637,34,CP-55356,494985,9317
G2-259076,ST-4638,33,CP-55357,494987,9319
G2-259077,ST-4639,14,CP-55358,494989,9321
G2-259078,ST-4640,27,CP-55359,494991,9323
G2-259079,ST-4641,25,CP-55360,494993,9325
G2-259080,ST-4642,24,CP-55361,494995,9327
G2-259081,ST-4643,28,CP-55362,494997,9329
G2-259082,ST-4644,12,CP-55363,494999,9331
G2-259083,ST-4645,16,CP-55364,495001,9333
G2-259084,ST-4646,34,CP-55365,495003,9335
G2-259085,ST-4647,13,CP-55366,495005,9337
G2-259086,ST-4648,15,CP-55367,495007,9339
G2-259087,ST-4649,31,CP-55368,495009,9341
G2-259088,ST-4650,18,CP-55369,495011,9343
G2-259089,ST-4651,26,CP-55370,495013,9345
G2-259090,ST-4652,13,CP-55371,495015,9347
G2-259091,ST-4653,31,CP-55372,495017,9349
G2-259092,ST-4654,28,CP-55373,495019,9351
G2-259093,ST-4655,36,CP-55374,495021,9353
G2-259094,ST-4656,24,CP-55375,495023,9355
G2-259095,ST-4657,37,CP-55376,495025,9357
G2-259096,ST-4658,15,CP-55377,495027,9359
G2-259097,ST-4659,29,CP-55378,495029,9361
G2-259098,ST-4660,20,CP-55379,495031,9363
G2-259099,ST-4661,28,CP-55380,495033,9365
G2-259100,ST-4662,13,CP-55381,495035,9367
G2-259101,ST-4663,28,CP-55382,495037,9369
G2-259102,ST-4664,33,CP-55383,495039,9371
G2-259103,ST-4665,12,CP-55384,495041,9373
G2-259104,ST-4666,38,CP-55385,495043,9375
G2-259105,ST-4667,37,CP-55386,495045,9377
G2-259106,ST-4668,28,CP-55387,495047,9379
G2-259107,ST-4669,26,CP-55388,495049,9381
G2-259108,ST-4670,37,CP-55389,495051,9383
G2-259109,ST-4671,39,CP-55390,495053,9385
G2-259110,ST-4672,12,CP-55391,495055,9387
G2-259111,ST-4673,16,CP-55392,495057,9389
G2-259112,ST-4674,23,CP-55393,495059,9391
G2-259113,ST-4675,29,CP-55394,495061,9393
G2-259114,ST-4676,36,CP-55395,495063,9395
G2-259115,ST-4677,18,CP-55396,495065,9397
G2-259116,ST-4678,24,CP-55397,495067,9399
G2-259117,ST-4679,20,CP-55398,495069,9401
G2-259118,ST-4680,25,CP-55399,495071,9403
G2-259119,ST-4681,23,CP-55400,495073,9405
G2-259120,ST-4682,29,CP-55401,495075,9407
G2-259121,ST-4683,18,CP-55402,495077,9409
G2-259122,ST-4684,15,CP-55403,495079,9411
G2-259123,ST-4685,17,CP-55404,495081,9413
G2-259124,ST-4686,33,CP-55405,495083,9415
G2-259125,ST-4687,23,CP-55406,495085,9417
G2-259126,ST-4688,33,CP-55407,495087,9419
G2-259127,ST-4689,40,CP-55408,495089,9421
G2-259128,ST-4690,25,CP-55409,495091,9423
G2-259129,ST-4691,27,CP-55410,495093,9425
G2-259130,ST-4692,19,CP-55411,495095,9427
G2-259131,ST-4693,34,CP-55412,495097,9429
G2-259132,ST-4694,38,CP-55413,495099,9431
G2-259133,ST-4695,17,CP-55414,495101,9433
G2-259134,ST-4696,40,CP-55415,495103,9435
G2-259135,ST-4697,39,CP-55416,495105,9437
G2-259136,ST-4698,30,CP-55417,495107,9439
G2-259137,ST-4699,36,CP-55418,495109,9441
G2-259138,ST-4700,12,CP-55419,495111,9443
G2-259139,ST-4701,17,CP-55420,495113,9445
G2-259140,ST-4702,39,CP-55421,495115,9447
G2-259141,ST-4703,35,CP-55422,495117,9449
G2-259142,ST-4704,25,CP-55423,495119,9451
G2-259143,ST-4705,29,CP-55424,495121,9453
G2-259144,ST-4706,16,CP-55425,495123,9455
G2-259145,ST-4707,21,CP-55426,495125,9457
G2-259146,ST-4708,31,CP-55427,495127,9459
G2-259147,ST-4709,36,CP-55428,495129,9461
G2-259148,ST-4710,20,CP-55429,495131,9463
G2-259149,ST-4711,13,CP-55430,495133,9465
G2-259150,ST-4712,37,CP-55431,495135,9467
G2-259151,ST-4713,26,CP-55432,495137,9469
G2-259152,ST-4714,28,CP-55433,495139,9471
G2-259153,ST-4715,32,CP-55434,495141,9473
G2-259154,ST-4716,19,CP-55435,495143,9475
G2-259155,ST-4717,19,CP-55436,495145,9477
G2-259156,ST-4718,19,CP-55437,495147,9479
G2-259157,ST-4719,12,CP-55438,495149,9481
G2-259158,ST-4720,39,CP-55439,495151,9483
G2-259159,ST-4721,30,CP-55440,495153,9485
G2-259160,ST-4722,15,CP-55441,495155,9487
G2-259161,ST-4723,13,CP-55442,495157,9489
G2-259162,ST-4724,40,CP-55443,495159,9491
G2-259163,ST-4725,28,CP-55444,495161,9493
G2-259164,ST-4726,21,CP-55445,495163,9495
G2-259165,ST-4727,24,CP-55446,495165,9497
G2-259166,ST-4728,35,CP-55447,495167,9499
G2-259167,ST-4729,25,CP-55448,495169,9501
G2-259168,ST-4730,33,CP-55449,495171,9503
G2-259169,ST-4731,28,CP-55450,495173,9505
G2-259170,ST-4732,30,CP-55451,495175,9507
G2-259171,ST-4733,23,CP-55452,495177,9509
G2-259172,ST-4734,28,CP-55453,495179,9511
G2-259173,ST-4735,33,CP-55454,495181,9513
G2-259174,ST-4736,38,CP-55455,495183,9515
G2-259175,ST-4737,26,CP-55456,495185,9517
G2-259176,ST-4738,32,CP-55457,495187,9519
G2-259177,ST-4739,39,CP-55458,495189,9521
